question,question_id,category,release,paper_correct,baseline_correct,paper_prediction,baseline_prediction,expected,paper_index
"When the user profile is changed in the UDM/UDR and affects the user profile in the AMF, how does the UDM notify the affected AMF? [3GPP Release 18]",question 2995,Standards specifications,18,True,True,Option 1,option 1,option 1,521
"What is the purpose of the Access Traffic Steering, Switching and Splitting (ATSS) feature in 5G networks? [3GPP Release 17]",question 2998,Standards overview,17,False,True,Option 4,option 1,option 1,522
How are MCCH transmissions and associated radio resources indicated to the UE? [3GPP Release 17],question 3004,Standards specifications,17,True,True,Option 3,option 3,option 3,523
Which message is used for the indication of measurement results of NR sidelink? [3GPP Release 17],question 3012,Standards specifications,17,True,True,Option 4,option 4,option 4,524
What is the reference condition for the SAN total power dynamic range? [3GPP Release 18],question 3015,Standards specifications,18,True,True,Option 1,option 1,option 1,525
What is the purpose of the Network Data Analytics Function (NWDAF)? [3GPP Release 17],question 3022,Standards overview,17,True,True,Option 3,option 3,option 3,526
What type of data security and privacy methods does the 5G system support? [3GPP Release 17],question 3024,Standards specifications,17,True,True,Option 2,option 2,option 2,527
What is the value of SCSREFSENS used in the Noc methodology? [3GPP Release 18],question 3030,Standards specifications,18,False,True,Option 3,option 1,option 1,528
What is the purpose of the Evolution to and Interworking with eCall in IMS work item? [3GPP Release 14],question 3034,Standards overview,14,True,True,Option 4,option 4,option 4,529
How does the RNC indicate the UE selected core network operator to the CN for supporting UEs? [3GPP Release 17],question 3046,Standards specifications,17,False,False,Option 5,option 1,option 3,530
What is a requirement for ProSe Discovery to determine whether other ProSe-enabled UEs are of interest to a discovering ProSe-enabled UE? [3GPP Release 17],question 3051,Standards specifications,17,False,True,Option 1,option 3,option 3,531
What does NWDAF stand for? [3GPP Release 18],question 3061,Standards specifications,18,True,True,Option 3,option 3,option 3,532
Which identity is used for filtering of packets at the physical layer of the receiver in NR sidelink communication? [3GPP Release 18],question 3062,Standards specifications,18,False,True,Option 4,option 3,option 3,533
What do the reference architectures for supporting Edge Computing in 5GS build upon? [3GPP Release 18],question 3066,Standards specifications,18,False,True,Option 2,option 4,option 4,534
What does the management service producer responsible for DV measurement control allow its authorized consumer to do? [3GPP Release 18],question 3068,Standards specifications,18,False,True,Option 2,option 3,option 3,535
What is the purpose of the QFI in the downlink? [3GPP Release 18],question 3070,Standards specifications,18,True,True,Option 1,option 1,option 1,536
When does a UE start and stop PDCCH monitoring according to search space sets with different group indexes? [3GPP Release 17],question 3072,Standards specifications,17,False,False,Option 1,option 3,option 5,537
Under what conditions can the target UE be positioned? [3GPP Release 17],question 3074,Standards specifications,17,True,True,Option 4,option 4,option 4,538
What does a control-resource set consist of? [3GPP Release 17],question 3085,Standards specifications,17,False,True,Option 4,option 2,option 2,539
What were the RF requirements introduced in TS 36.101 for new CA scenarios? [3GPP Release 15],question 3088,Standards overview,15,True,True,Option 1,option 1,option 1,540
Which security procedure is used for RRC and UP security algorithms negotiation and RRC security activation? [3GPP Release 18],question 3099,Standards specifications,18,True,True,Option 3,option 3,option 3,541
Which power states are considered in the power consumption model for a BS? [3GPP Release 18],question 3100,Standards specifications,18,True,True,Option 3,option 3,option 3,542
What information is incorporated into the CDRs produced by IMS network elements for inter operator accounting purposes? [3GPP Release 18],question 3103,Standards specifications,18,False,False,Option 1,option 3,option 2,543
Which position accuracy can be achieved using carrier phase measurements in NR carrier phase positioning? [3GPP Release 18],question 3106,Standards specifications,18,True,True,Option 3,option 3,option 3,544
What does the NEF (PFDF) do after determining whether to create/update/delete PFDs? [3GPP Release 18],question 3108,Standards specifications,18,False,False,Option 4,option 4,option 2,545
When does the need for NG-RAN to continue reporting the UE's location cease? [3GPP Release 18],question 3117,Standards specifications,18,True,False,Option 1,option 2,option 1,546
What does BA configuration in the UE mean? [3GPP Release 18],question 3122,Standards specifications,18,True,True,Option 2,option 2,option 2,547
What does the ChannelAccess-CPext field indicate in Type-2 random access procedure for operation with shared spectrum channel access in FR1? [3GPP Release 17],question 3126,Standards specifications,17,False,True,Option 2,option 4,option 4,548
What is the purpose of the charging extensions in the feature related to WLAN access in EPC? [3GPP Release 15],question 3139,Standards overview,15,True,True,Option 3,option 3,option 3,549
What conditions must be met for voice call continuity during emergency calls? [3GPP Release 18],question 3143,Standards specifications,18,False,False,Option 2,option 2,option 1,550
What are the types of analytics that the NF can request in the Nnwdaf_AnalyticsSubscription_Subscribe Request? [3GPP Release 18],question 3178,Standards specifications,18,True,True,Option 3,option 3,option 3,551
What does the NG-RAN do immediately following step 1a of the Connection Inactive procedure? [3GPP Release 18],question 3189,Standards specifications,18,False,False,Option 2,option 2,option 1,552
What are the key functionalities of MDT enhancement? [3GPP Release 17],question 3196,Standards overview,17,True,True,Option 4,option 4,option 4,553
Who decides on the service delivery in a roaming scenario? [3GPP Release 18],question 3216,Standards specifications,18,False,False,Option 1,option 4,option 3,554
What role can the 3GPP network play in the selection of an Evolved ProSe UE-to-Network Relay? [3GPP Release 17],question 3218,Standards specifications,17,True,True,Option 5,option 5,option 5,555
What is one major limitation of Release 15 in 5GC that Release 16 Network Slicing addresses? [3GPP Release 16],question 3222,Standards overview,16,False,False,Option 2,option 2,option 1,556
What happens if a UE wants to access the 5GS and is configured for Extended Access Barring (EAB)? [3GPP Release 18],question 3234,Standards specifications,18,True,True,Option 1,option 1,option 1,557
What is the purpose of Ethernet Header Compression (EHC) in the support of NR Industrial Internet of Things? [3GPP Release 16],question 3235,Standards overview,16,True,True,Option 1,option 1,option 1,558
What controls the additional behavior of the SMF for 3GPP PS Data Off? [3GPP Release 18],question 3236,Standards specifications,18,False,False,Option 2,option 2,option 1,559
What is the purpose of the S8HR architecture for VoLTE roaming? [3GPP Release 14],question 3249,Standards overview,14,False,False,Option 1,option 1,option 4,560
What is the purpose of Network Broadcast Geographic Area Coverage Management? [3GPP Release 18],question 3251,Standards specifications,18,True,True,Option 3,option 3,option 3,561
How can UE power saving be enabled by relaxing measurements for RLM/BFD? [3GPP Release 17],question 3256,Standards overview,17,False,False,Option 1,option 1,option 3,562
What does SN-DU indicate in the UE CONTEXT SETUP RESPONSE message if SCG activation is requested? [3GPP Release 17],question 3259,Standards specifications,17,True,True,Option 2,option 2,option 2,563
What is the definition of OTA Adjacent Channel Leakage Power Ratio (ACLR)? [3GPP Release 18],question 3265,Standards specifications,18,True,True,Option 4,option 4,option 4,564
Which flow directions should have configurable absolute cyclic time boundaries for infrastructure dedicated to high performance Ethernet applications? [3GPP Release 19],question 3270,Standards specifications,19,True,True,Option 3,option 3,option 3,565
What should happen to the traffic on a cell in energy saving state? [3GPP Release 18],question 3271,Standards specifications,18,True,True,Option 1,option 1,option 1,566
What services can modify the originating network's caller identity information? [3GPP Release 17],question 3273,Standards specifications,17,True,True,Option 2,option 2,option 2,567
